,0,1,face
156,53425.jpg,JH,"{'box': [517, 235, 308, 380], 'confidence': 0.9999821186065674, 'keypoints': {'nose': (689, 433), 'right_eye': (739, 359), 'mouth_left': (650, 533), 'left_eye': (599, 386), 'mouth_right': (750, 515)}}"
157,53437.jpg,JH,"{'box': [387, 511, 732, 991], 'confidence': 0.9948393702507019, 'keypoints': {'nose': (852, 1092), 'right_eye': (915, 831), 'mouth_left': (727, 1285), 'left_eye': (608, 936), 'mouth_right': (1013, 1182)}}"
162,56252.jpg,JH,"{'box': [269, 235, 537, 562], 'confidence': 0.8834113478660583, 'keypoints': {'nose': (546, 698), 'right_eye': (587, 450), 'mouth_left': (566, 748), 'left_eye': (415, 571), 'mouth_right': (690, 650)}}"
163,56253.jpg,JH,"{'box': [550, 695, 751, 807], 'confidence': 0.9842121005058289, 'keypoints': {'nose': (877, 1283), 'right_eye': (997, 972), 'mouth_left': (884, 1378), 'left_eye': (711, 1080), 'mouth_right': (1112, 1289)}}"
164,56254.jpg,JH,"{'box': [663, 166, 624, 793], 'confidence': 0.9984752535820007, 'keypoints': {'nose': (862, 649), 'right_eye': (1052, 439), 'mouth_left': (811, 776), 'left_eye': (774, 440), 'mouth_right': (1042, 768)}}"
165,56255.jpg,JH,"{'box': [500, 552, 646, 792], 'confidence': 0.9995192289352417, 'keypoints': {'nose': (752, 1038), 'right_eye': (900, 838), 'mouth_left': (694, 1163), 'left_eye': (639, 894), 'mouth_right': (959, 1108)}}"
166,56256.jpg,JH,"{'box': [711, 622, 809, 922], 'confidence': 0.9996453523635864, 'keypoints': {'nose': (1001, 1130), 'right_eye': (1178, 871), 'mouth_left': (993, 1352), 'left_eye': (858, 1002), 'mouth_right': (1276, 1241)}}"
167,56257.jpg,JH,"{'box': [678, 208, 468, 507], 'confidence': 0.9573990702629089, 'keypoints': {'nose': (854, 544), 'right_eye': (919, 357), 'mouth_left': (925, 638), 'left_eye': (795, 471), 'mouth_right': (1032, 547)}}"
168,56258.jpg,JH,"{'box': [808, 130, 632, 838], 'confidence': 0.9945845007896423, 'keypoints': {'nose': (898, 694), 'right_eye': (1075, 447), 'mouth_left': (971, 849), 'left_eye': (880, 500), 'mouth_right': (1112, 816)}}"
170,57394.jpg,JH,"{'box': [1046, 196, 320, 440], 'confidence': 0.9966027736663818, 'keypoints': {'nose': (1283, 462), 'right_eye': (1293, 336), 'mouth_left': (1218, 554), 'left_eye': (1156, 389), 'mouth_right': (1324, 506)}}"
171,57395.jpg,JH,"{'box': [1058, 213, 391, 537], 'confidence': 0.9991982579231262, 'keypoints': {'nose': (1090, 513), 'right_eye': (1230, 366), 'mouth_left': (1120, 643), 'left_eye': (1095, 416), 'mouth_right': (1221, 607)}}"
173,57397.jpg,JH,"{'box': [651, 338, 543, 748], 'confidence': 0.9999949932098389, 'keypoints': {'nose': (697, 727), 'right_eye': (927, 641), 'mouth_left': (681, 919), 'left_eye': (779, 602), 'mouth_right': (798, 933)}}"
174,57398.jpg,JH,"{'box': [417, 207, 585, 721], 'confidence': 0.9999935626983643, 'keypoints': {'nose': (558, 634), 'right_eye': (718, 451), 'mouth_left': (570, 780), 'left_eye': (503, 499), 'mouth_right': (734, 748)}}"
175,57399.jpg,JH,"{'box': [866, 629, 456, 571], 'confidence': 0.9999971389770508, 'keypoints': {'nose': (983, 971), 'right_eye': (1134, 839), 'mouth_left': (948, 1071), 'left_eye': (939, 826), 'mouth_right': (1089, 1084)}}"
176,57400.jpg,JH,"{'box': [357, 439, 623, 822], 'confidence': 0.9990666508674622, 'keypoints': {'nose': (755, 928), 'right_eye': (811, 699), 'mouth_left': (651, 1091), 'left_eye': (540, 787), 'mouth_right': (873, 1021)}}"
177,57401.jpg,JH,"{'box': [609, 568, 685, 865], 'confidence': 0.9988512992858887, 'keypoints': {'nose': (835, 1092), 'right_eye': (1002, 848), 'mouth_left': (824, 1251), 'left_eye': (716, 900), 'mouth_right': (1051, 1205)}}"
178,57402.jpg,JH,"{'box': [749, 529, 672, 828], 'confidence': 0.9990168809890747, 'keypoints': {'nose': (905, 1038), 'right_eye': (1062, 782), 'mouth_left': (954, 1220), 'left_eye': (817, 904), 'mouth_right': (1146, 1130)}}"
179,58095.jpg,JH,"{'box': [473, 751, 1031, 1212], 'confidence': 0.996767520904541, 'keypoints': {'nose': (806, 1570), 'right_eye': (1028, 1190), 'mouth_left': (802, 1722), 'left_eye': (635, 1276), 'mouth_right': (1152, 1637)}}"
180,58096.jpg,JH,"{'box': [1107, 162, 595, 828], 'confidence': 0.9984556436538696, 'keypoints': {'nose': (1704, 625), 'right_eye': (1644, 432), 'mouth_left': (1539, 801), 'left_eye': (1478, 492), 'mouth_right': (1672, 749)}}"
181,58097.jpg,JH,"{'box': [623, 515, 672, 797], 'confidence': 0.9954720735549927, 'keypoints': {'nose': (829, 1003), 'right_eye': (981, 761), 'mouth_left': (826, 1171), 'left_eye': (697, 833), 'mouth_right': (1029, 1115)}}"
183,58099.jpg,JH,"{'box': [496, 400, 220, 257], 'confidence': 0.9999271631240845, 'keypoints': {'nose': (542, 546), 'right_eye': (606, 477), 'mouth_left': (550, 607), 'left_eye': (529, 494), 'mouth_right': (613, 593)}}"
184,58100.jpg,JH,"{'box': [1223, 371, 342, 432], 'confidence': 0.9991239905357361, 'keypoints': {'nose': (1345, 612), 'right_eye': (1449, 509), 'mouth_left': (1313, 712), 'left_eye': (1282, 520), 'mouth_right': (1425, 704)}}"
185,58101.jpg,JH,"{'box': [316, 247, 832, 961], 'confidence': 0.9963653087615967, 'keypoints': {'nose': (887, 818), 'right_eye': (935, 521), 'mouth_left': (810, 1056), 'left_eye': (594, 702), 'mouth_right': (1039, 921)}}"
186,58102.jpg,JH,"{'box': [354, 151, 382, 454], 'confidence': 0.9997597336769104, 'keypoints': {'nose': (439, 407), 'right_eye': (552, 300), 'mouth_left': (447, 524), 'left_eye': (401, 346), 'mouth_right': (557, 494)}}"
187,59671.jpg,JH,"{'box': [853, 751, 245, 307], 'confidence': 0.9994016885757446, 'keypoints': {'nose': (911, 923), 'right_eye': (976, 841), 'mouth_left': (911, 991), 'left_eye': (880, 859), 'mouth_right': (983, 973)}}"
190,59674.jpg,JH,"{'box': [679, 1347, 351, 440], 'confidence': 0.9992152452468872, 'keypoints': {'nose': (936, 1579), 'right_eye': (950, 1471), 'mouth_left': (861, 1685), 'left_eye': (809, 1522), 'mouth_right': (988, 1637)}}"
191,59675.jpg,JH,"{'box': [836, 996, 663, 773], 'confidence': 0.9996881484985352, 'keypoints': {'nose': (990, 1505), 'right_eye': (1139, 1240), 'mouth_left': (1065, 1657), 'left_eye': (940, 1341), 'mouth_right': (1206, 1588)}}"
194,20084.jpg,JK,"{'box': [1030, 216, 249, 306], 'confidence': 0.9999923706054688, 'keypoints': {'nose': (1213, 413), 'right_eye': (1244, 340), 'mouth_left': (1138, 453), 'left_eye': (1145, 330), 'mouth_right': (1218, 457)}}"
195,20088.jpg,JK,"{'box': [339, 378, 801, 857], 'confidence': 0.9780112504959106, 'keypoints': {'nose': (799, 826), 'right_eye': (812, 599), 'mouth_left': (807, 1023), 'left_eye': (575, 810), 'mouth_right': (1005, 875)}}"
196,20096.jpg,JK,"{'box': [604, 299, 256, 305], 'confidence': 0.9994396567344666, 'keypoints': {'nose': (813, 439), 'right_eye': (804, 380), 'mouth_left': (769, 532), 'left_eye': (717, 419), 'mouth_right': (837, 499)}}"
197,20097.jpg,JK,"{'box': [880, 131, 389, 487], 'confidence': 0.9999594688415527, 'keypoints': {'nose': (1138, 370), 'right_eye': (1208, 330), 'mouth_left': (1022, 462), 'left_eye': (1046, 281), 'mouth_right': (1154, 501)}}"
198,20100.jpg,JK,"{'box': [772, 259, 622, 755], 'confidence': 0.9999954700469971, 'keypoints': {'nose': (1249, 612), 'right_eye': (1305, 529), 'mouth_left': (1088, 814), 'left_eye': (1038, 504), 'mouth_right': (1303, 822)}}"
199,20102.jpg,JK,"{'box': [1203, 276, 564, 774], 'confidence': 0.9991962313652039, 'keypoints': {'nose': (1641, 733), 'right_eye': (1710, 592), 'mouth_left': (1462, 856), 'left_eye': (1481, 552), 'mouth_right': (1639, 880)}}"
200,20115.jpg,JK,"{'box': [1114, 252, 526, 697], 'confidence': 0.9824782013893127, 'keypoints': {'nose': (1262, 611), 'right_eye': (1405, 428), 'mouth_left': (1295, 777), 'left_eye': (1256, 446), 'mouth_right': (1391, 761)}}"
201,20118.jpg,JK,"{'box': [729, 277, 577, 732], 'confidence': 0.9997133612632751, 'keypoints': {'nose': (923, 699), 'right_eye': (1077, 538), 'mouth_left': (856, 811), 'left_eye': (828, 549), 'mouth_right': (1092, 801)}}"
202,20120.jpg,JK,"{'box': [1050, 215, 610, 733], 'confidence': 0.9998859167098999, 'keypoints': {'nose': (1175, 668), 'right_eye': (1344, 451), 'mouth_left': (1206, 817), 'left_eye': (1126, 526), 'mouth_right': (1386, 759)}}"
203,20644.jpg,JK,"{'box': [638, 261, 485, 622], 'confidence': 0.9848672747612, 'keypoints': {'nose': (966, 633), 'right_eye': (1025, 476), 'mouth_left': (859, 740), 'left_eye': (802, 497), 'mouth_right': (1029, 719)}}"
204,20651.jpg,JK,"{'box': [930, 371, 588, 725], 'confidence': 0.9985700845718384, 'keypoints': {'nose': (1099, 793), 'right_eye': (1313, 648), 'mouth_left': (1028, 909), 'left_eye': (1058, 584), 'mouth_right': (1208, 959)}}"
205,20667.jpg,JK,"{'box': [556, 297, 539, 638], 'confidence': 0.9993571639060974, 'keypoints': {'nose': (951, 670), 'right_eye': (1006, 502), 'mouth_left': (816, 779), 'left_eye': (771, 540), 'mouth_right': (1012, 748)}}"
206,20677.jpg,JK,"{'box': [575, 308, 509, 640], 'confidence': 0.9995941519737244, 'keypoints': {'nose': (931, 700), 'right_eye': (1001, 538), 'mouth_left': (795, 793), 'left_eye': (779, 538), 'mouth_right': (971, 792)}}"
207,20741.jpg,JK,"{'box': [846, 840, 495, 611], 'confidence': 0.9751988649368286, 'keypoints': {'nose': (921, 1188), 'right_eye': (1095, 1086), 'mouth_left': (890, 1304), 'left_eye': (942, 1047), 'mouth_right': (1022, 1332)}}"
208,20743.jpg,JK,"{'box': [767, 447, 348, 405], 'confidence': 0.8718599081039429, 'keypoints': {'nose': (991, 662), 'right_eye': (1048, 592), 'mouth_left': (920, 752), 'left_eye': (898, 599), 'mouth_right': (1036, 757)}}"
210,21452.jpg,JK,"{'box': [998, 232, 441, 526], 'confidence': 0.9996607303619385, 'keypoints': {'nose': (1112, 522), 'right_eye': (1247, 388), 'mouth_left': (1093, 643), 'left_eye': (1060, 412), 'mouth_right': (1236, 629)}}"
211,21453.jpg,JK,"{'box': [935, 225, 458, 565], 'confidence': 0.9998117089271545, 'keypoints': {'nose': (1214, 551), 'right_eye': (1287, 426), 'mouth_left': (1134, 666), 'left_eye': (1076, 441), 'mouth_right': (1285, 655)}}"
212,21455.jpg,JK,"{'box': [1129, 247, 446, 582], 'confidence': 0.999818742275238, 'keypoints': {'nose': (1192, 574), 'right_eye': (1370, 487), 'mouth_left': (1179, 693), 'left_eye': (1223, 457), 'mouth_right': (1309, 710)}}"
213,21472.jpg,JK,"{'box': [407, 738, 1094, 1331], 'confidence': 0.9987118244171143, 'keypoints': {'nose': (1031, 1577), 'right_eye': (1262, 1220), 'mouth_left': (820, 1784), 'left_eye': (751, 1230), 'mouth_right': (1171, 1769)}}"
215,21484.jpg,JK,"{'box': [638, 307, 662, 830], 'confidence': 0.9999775886535645, 'keypoints': {'nose': (717, 841), 'right_eye': (931, 625), 'mouth_left': (762, 986), 'left_eye': (719, 621), 'mouth_right': (919, 993)}}"
216,21500.jpg,JK,"{'box': [447, 634, 793, 1068], 'confidence': 0.9975876808166504, 'keypoints': {'nose': (548, 1200), 'right_eye': (839, 983), 'mouth_left': (583, 1413), 'left_eye': (571, 952), 'mouth_right': (770, 1438)}}"
217,21501.jpg,JK,"{'box': [644, 313, 708, 867], 'confidence': 0.9994385838508606, 'keypoints': {'nose': (887, 815), 'right_eye': (1122, 620), 'mouth_left': (781, 964), 'left_eye': (798, 571), 'mouth_right': (1029, 999)}}"
218,21502.jpg,JK,"{'box': [528, 759, 1036, 1220], 'confidence': 0.9992274045944214, 'keypoints': {'nose': (804, 1485), 'right_eye': (1125, 1184), 'mouth_left': (738, 1647), 'left_eye': (691, 1156), 'mouth_right': (1116, 1667)}}"
219,21503.jpg,JK,"{'box': [442, 398, 1057, 1375], 'confidence': 0.9995187520980835, 'keypoints': {'nose': (692, 1188), 'right_eye': (1132, 1105), 'mouth_left': (492, 1356), 'left_eye': (789, 856), 'mouth_right': (762, 1563)}}"
220,21786.jpg,JK,"{'box': [927, 292, 309, 407], 'confidence': 0.9988754391670227, 'keypoints': {'nose': (1052, 503), 'right_eye': (1132, 413), 'mouth_left': (1029, 597), 'left_eye': (995, 432), 'mouth_right': (1123, 588)}}"
221,21792.jpg,JK,"{'box': [822, 440, 421, 478], 'confidence': 0.9703419208526611, 'keypoints': {'nose': (1070, 777), 'right_eye': (1181, 657), 'mouth_left': (951, 813), 'left_eye': (1003, 613), 'mouth_right': (1082, 850)}}"
222,21799.jpg,JK,"{'box': [852, 197, 524, 707], 'confidence': 0.9814120531082153, 'keypoints': {'nose': (990, 584), 'right_eye': (1185, 473), 'mouth_left': (927, 736), 'left_eye': (953, 460), 'mouth_right': (1090, 746)}}"
223,21811.jpg,JK,"{'box': [373, 514, 867, 1089], 'confidence': 0.9402961730957031, 'keypoints': {'nose': (687, 1117), 'right_eye': (928, 903), 'mouth_left': (555, 1323), 'left_eye': (535, 911), 'mouth_right': (892, 1316)}}"
224,21821.jpg,JK,"{'box': [744, 282, 385, 497], 'confidence': 0.9999837875366211, 'keypoints': {'nose': (1084, 591), 'right_eye': (1088, 474), 'mouth_left': (978, 692), 'left_eye': (958, 488), 'mouth_right': (1079, 676)}}"
226,22141.jpg,JK,"{'box': [215, 536, 1262, 1547], 'confidence': 0.9993459582328796, 'keypoints': {'nose': (570, 1454), 'right_eye': (969, 1120), 'mouth_left': (465, 1751), 'left_eye': (439, 1109), 'mouth_right': (868, 1749)}}"
227,22142.jpg,JK,"{'box': [731, 245, 649, 797], 'confidence': 0.9986125230789185, 'keypoints': {'nose': (838, 638), 'right_eye': (1054, 508), 'mouth_left': (853, 825), 'left_eye': (881, 524), 'mouth_right': (993, 812)}}"
229,22151.jpg,JK,"{'box': [875, 148, 231, 289], 'confidence': 0.9999228715896606, 'keypoints': {'nose': (1002, 291), 'right_eye': (1052, 258), 'mouth_left': (949, 356), 'left_eye': (950, 244), 'mouth_right': (1031, 370)}}"
230,22152.jpg,JK,"{'box': [327, 347, 992, 1236], 'confidence': 0.9995478987693787, 'keypoints': {'nose': (527, 1029), 'right_eye': (918, 847), 'mouth_left': (453, 1283), 'left_eye': (587, 769), 'mouth_right': (721, 1346)}}"
231,22153.jpg,JK,"{'box': [786, 268, 686, 885], 'confidence': 0.9996922016143799, 'keypoints': {'nose': (988, 834), 'right_eye': (1191, 616), 'mouth_left': (941, 979), 'left_eye': (916, 633), 'mouth_right': (1158, 966)}}"
232,22154.jpg,JK,"{'box': [841, 242, 478, 562], 'confidence': 0.9999606609344482, 'keypoints': {'nose': (983, 611), 'right_eye': (1102, 450), 'mouth_left': (982, 710), 'left_eye': (919, 485), 'mouth_right': (1120, 681)}}"
233,22158.jpg,JK,"{'box': [860, 387, 675, 756], 'confidence': 0.9998962879180908, 'keypoints': {'nose': (1275, 831), 'right_eye': (1359, 584), 'mouth_left': (1167, 974), 'left_eye': (1064, 672), 'mouth_right': (1403, 911)}}"
236,22165.jpg,JK,"{'box': [1005, 278, 644, 815], 'confidence': 0.9998617172241211, 'keypoints': {'nose': (1205, 789), 'right_eye': (1396, 624), 'mouth_left': (1142, 927), 'left_eye': (1147, 601), 'mouth_right': (1325, 938)}}"
238,31115.jpg,JK,"{'box': [659, 416, 644, 891], 'confidence': 0.999518632888794, 'keypoints': {'nose': (1043, 965), 'right_eye': (1165, 768), 'mouth_left': (884, 1084), 'left_eye': (877, 769), 'mouth_right': (1148, 1082)}}"
239,31116.jpg,JK,"{'box': [1089, 826, 915, 1210], 'confidence': 1.0, 'keypoints': {'nose': (1913, 1544), 'right_eye': (1932, 1289), 'mouth_left': (1665, 1798), 'left_eye': (1563, 1293), 'mouth_right': (1932, 1787)}}"
240,31117.jpg,JK,"{'box': [769, 329, 378, 524], 'confidence': 0.999998927116394, 'keypoints': {'nose': (1079, 651), 'right_eye': (1120, 568), 'mouth_left': (954, 731), 'left_eye': (980, 522), 'mouth_right': (1055, 760)}}"
241,31118.jpg,JK,"{'box': [971, 283, 219, 301], 'confidence': 0.9999401569366455, 'keypoints': {'nose': (1092, 470), 'right_eye': (1137, 406), 'mouth_left': (1042, 516), 'left_eye': (1036, 403), 'mouth_right': (1127, 516)}}"
242,31119.jpg,JK,"{'box': [494, 279, 826, 1111], 'confidence': 0.9999669790267944, 'keypoints': {'nose': (1027, 969), 'right_eye': (1140, 719), 'mouth_left': (856, 1166), 'left_eye': (774, 749), 'mouth_right': (1143, 1124)}}"
243,31120.jpg,JK,"{'box': [702, 329, 622, 866], 'confidence': 0.9979027509689331, 'keypoints': {'nose': (943, 882), 'right_eye': (1121, 672), 'mouth_left': (842, 998), 'left_eye': (822, 675), 'mouth_right': (1106, 995)}}"
244,31121.jpg,JK,"{'box': [771, 289, 522, 650], 'confidence': 0.9992701411247253, 'keypoints': {'nose': (932, 689), 'right_eye': (1095, 546), 'mouth_left': (865, 780), 'left_eye': (863, 518), 'mouth_right': (1054, 805)}}"
245,31122.jpg,JK,"{'box': [497, 361, 566, 643], 'confidence': 0.9995036125183105, 'keypoints': {'nose': (717, 756), 'right_eye': (842, 582), 'mouth_left': (699, 893), 'left_eye': (617, 631), 'mouth_right': (862, 851)}}"
246,31123.jpg,JK,"{'box': [291, 441, 865, 1094], 'confidence': 0.9997852444648743, 'keypoints': {'nose': (720, 1048), 'right_eye': (893, 849), 'mouth_left': (591, 1293), 'left_eye': (522, 891), 'mouth_right': (893, 1272)}}"
247,31124.jpg,JK,"{'box': [1013, 260, 452, 603], 'confidence': 0.9997166991233826, 'keypoints': {'nose': (1102, 563), 'right_eye': (1256, 425), 'mouth_left': (1108, 707), 'left_eye': (1073, 452), 'mouth_right': (1245, 691)}}"
249,35757.jpg,JK,"{'box': [605, 395, 895, 1090], 'confidence': 0.9999988079071045, 'keypoints': {'nose': (753, 1007), 'right_eye': (1055, 740), 'mouth_left': (765, 1237), 'left_eye': (726, 712), 'mouth_right': (993, 1256)}}"
250,35758.jpg,JK,"{'box': [763, 251, 419, 588], 'confidence': 0.9990049004554749, 'keypoints': {'nose': (808, 522), 'right_eye': (961, 424), 'mouth_left': (831, 693), 'left_eye': (799, 458), 'mouth_right': (970, 676)}}"
252,35760.jpg,JK,"{'box': [764, 123, 577, 732], 'confidence': 0.9538326263427734, 'keypoints': {'nose': (979, 509), 'right_eye': (1219, 481), 'mouth_left': (818, 609), 'left_eye': (999, 308), 'mouth_right': (978, 744)}}"
253,35761.jpg,JK,"{'box': [390, 74, 781, 971], 'confidence': 0.9987843632698059, 'keypoints': {'nose': (548, 718), 'right_eye': (754, 411), 'mouth_left': (599, 903), 'left_eye': (474, 514), 'mouth_right': (842, 826)}}"
254,35762.jpg,JK,"{'box': [677, 130, 442, 625], 'confidence': 0.9999783039093018, 'keypoints': {'nose': (1085, 498), 'right_eye': (1096, 390), 'mouth_left': (947, 604), 'left_eye': (946, 359), 'mouth_right': (1051, 624)}}"
255,35763.jpg,JK,"{'box': [507, -27, 1107, 1274], 'confidence': 0.9978101849555969, 'keypoints': {'nose': (904, 801), 'right_eye': (1106, 362), 'mouth_left': (923, 1048), 'left_eye': (678, 551), 'mouth_right': (1242, 931)}}"
256,35764.jpg,JK,"{'box': [188, 7, 891, 1085], 'confidence': 0.9989463686943054, 'keypoints': {'nose': (771, 736), 'right_eye': (921, 490), 'mouth_left': (515, 842), 'left_eye': (599, 420), 'mouth_right': (743, 875)}}"
257,35765.jpg,JK,"{'box': [595, 697, 664, 800], 'confidence': 0.999796450138092, 'keypoints': {'nose': (856, 1228), 'right_eye': (1023, 1026), 'mouth_left': (745, 1320), 'left_eye': (722, 1007), 'mouth_right': (987, 1332)}}"
259,36429.jpg,JK,"{'box': [654, 243, 432, 607], 'confidence': 0.9999403953552246, 'keypoints': {'nose': (997, 642), 'right_eye': (1022, 508), 'mouth_left': (853, 708), 'left_eye': (893, 496), 'mouth_right': (949, 712)}}"
260,36440.jpg,JK,"{'box': [590, 517, 466, 734], 'confidence': 0.9998263716697693, 'keypoints': {'nose': (1073, 877), 'right_eye': (1002, 758), 'mouth_left': (943, 1057), 'left_eye': (890, 773), 'mouth_right': (1033, 1045)}}"
261,36443.jpg,JK,"{'box': [629, 216, 358, 473], 'confidence': 0.9948240518569946, 'keypoints': {'nose': (825, 504), 'right_eye': (897, 393), 'mouth_left': (762, 582), 'left_eye': (734, 407), 'mouth_right': (883, 569)}}"
262,36444.jpg,JK,"{'box': [403, 274, 821, 1114], 'confidence': 0.9999709129333496, 'keypoints': {'nose': (1071, 949), 'right_eye': (1099, 729), 'mouth_left': (835, 1136), 'left_eye': (787, 774), 'mouth_right': (1111, 1100)}}"
264,36446.jpg,JK,"{'box': [815, 189, 466, 710], 'confidence': 0.9979463219642639, 'keypoints': {'nose': (1197, 598), 'right_eye': (1205, 456), 'mouth_left': (1054, 718), 'left_eye': (1047, 445), 'mouth_right': (1178, 719)}}"
265,36447.jpg,JK,"{'box': [820, 371, 496, 687], 'confidence': 0.999976634979248, 'keypoints': {'nose': (1199, 791), 'right_eye': (1243, 638), 'mouth_left': (1079, 912), 'left_eye': (1040, 646), 'mouth_right': (1216, 899)}}"
266,36448.jpg,JK,"{'box': [790, 296, 497, 615], 'confidence': 0.9999721050262451, 'keypoints': {'nose': (1128, 647), 'right_eye': (1181, 475), 'mouth_left': (1036, 786), 'left_eye': (957, 544), 'mouth_right': (1218, 729)}}"
267,38611.jpg,JK,"{'box': [454, 553, 567, 785], 'confidence': 0.9999852180480957, 'keypoints': {'nose': (865, 1010), 'right_eye': (954, 843), 'mouth_left': (723, 1159), 'left_eye': (693, 832), 'mouth_right': (901, 1163)}}"
